Interessado,UF,Tipo_de_interessado,Tipo_de_operação,Finalidade,Tipo_de_credor,Credor,Moeda,Valor,Número_do_Processo/PVL,Código_IBGE,Status,Data,Analisado_por,Regiao
Águas Frias,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,315000.0,19406.000009/2005-07,4200556.0,Deferido,2005-05-31,STN,Sul
Águas Frias,SC,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Estado de Santa Catarina S/A,Real,500000.0,19406.000167/2007-11,4200556.0,Deferido,2007-07-03,STN,Sul
Águas Frias,SC,Município,Operação Contratual Interna,Caminho da Escola 2009 A,Instituição Financeira Nacional,Banco do Brasil S/A,Real,199000.0,19406.000428/2009-64,4200556.0,Deferido,2010-06-29,STN,Sul
Águas Lindas de Goiás,GO,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,10000000.0,17944.102835/2020-06,5200258.0,Deferido,2020-09-02,STN,Centro-Oeste
Águas Lindas de Goiás,GO,Município,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Caixa Econômica Federal,Real,50000000.0,17944.104684/2021-01,5200258.0,Deferido,2021-12-31,STN,Centro-Oeste
Águas Mornas,SC,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,400000.0,19406.000114/2009-61,4200606.0,Deferido,2009-11-24,STN,Sul
Águas Vermelhas,MG,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Energética de Minas Gerais S/A,Real,27092.18,17944.000542/2014-39,3101003.0,Regularizado,2023-06-13,STN,Sudeste
Águas Vermelhas,MG,Município,Operação Contratual Interna,Regularização de Dívida - Água e Esgoto,Empresa Estatal,Companhia de Saneamento de Minas Gerais,Real,1204900.81,17944.000555/2012-46,3101003.0,Regularizado,2023-07-17,STN,Sudeste
Agudo,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.001654/2010-83,4300109.0,Deferido,2012-06-13,STN,Sul
Agudo,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,591300.0,19406.000047/2002-17,4300109.0,Deferido,2002-06-13,STN,Sul
Agudo,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,1000000.0,19406.000366/2006-48,4300109.0,Deferido,2006-09-27,STN,Sul
Agudo,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,1000000.0,17944.000815/2015-26,4300109.0,Deferido,2015-12-15,STN,Sul
Agudo,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,17000000.0,17944.100120/2022-72,4300109.0,Deferido,2022-01-31,STN,Sul
Agudos,SP,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3076481.12,17944.000447/2014-35,3500709.0,Deferido,2014-06-09,STN,Sudeste
Agudos,SP,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,20000000.0,17944.103021/2023-23,3500709.0,Deferido,2023-07-12,STN,Sudeste
Agudos do Sul,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,500000.0,17944.001494/2013-15,4100301.0,Deferido,2013-11-21,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,480000.0,17944.001497/2013-59,4100301.0,Deferido,2013-11-21,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,120000.0,17944.001498/2013-01,4100301.0,Deferido,2013-11-22,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,500000.0,19406.000013/2010-24,4100301.0,Deferido,2010-03-01,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,530000.0,19406.000092/2002-63,4100301.0,Deferido,2002-07-05,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,233650.0,19406.000249/2009-27,4100301.0,Deferido,2010-03-01,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Multissetorial,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,45000.0,19406.000250/2009-51,4100301.0,Deferido,2010-03-01,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,320000.0,19406.000372/2008-67,4100301.0,Deferido,2008-09-05,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,600000.0,19406.000416/2006-97,4100301.0,Deferido,2006-07-28,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Paranaense de Energia,Real,149517.0,19406.000497/2006-25,4100301.0,Regularizado,2006-07-28,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Agência de Fomento do Paraná S/A,Real,980000.0,17944.000714/2016-36,4100301.0,Deferido,2016-08-02,STN,Sul
Agudos do Sul,PR,Município,Operação Contratual Interna,Regularização de Dívida - Energia Elétrica,Empresa Estatal,Companhia Paranaense de Energia,Real,139526.85,17944.103496/2019-33,4100301.0,Regularizado,2021-12-03,STN,Sul
Aimorés,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,825000.0,17944.001313/2010-16,3101102.0,Deferido,2010-09-27,STN,Sudeste
Aimorés,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,825000.0,17944.001314/2010-52,3101102.0,Deferido,2010-09-27,STN,Sudeste
Ajuricaba,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.000634/2014-19,4300208.0,Deferido,2014-05-14,STN,Sul
Ajuricaba,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,900000.0,19406.000076/2009-47,4300208.0,Deferido,2009-04-30,STN,Sul
Ajuricaba,RS,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,450000.0,19406.000128/2004-71,4300208.0,Deferido,2004-04-22,STN,Sul
Alagoa,MG,Município,Operação Contratual Interna,Provias 2009,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,550000.0,17944.001098/2009-10,3101300.0,Deferido,2010-09-22,STN,Sudeste
Alagoas,AL,Estado,Operação Contratual Interna,Desenvolvimento sustentável,Instituição Financeira Nacional,Banco do Nordeste do Brasil S/A,Dólar dos EUA,5627000.0,17944.000154/2002-14,27.0,Deferido,2002-07-10,STN,Nordeste
Alagoas,AL,Estado,Operação Contratual Interna,PMAE,Instituição Financeira Nacional,Banco Nacional de Desenvolvimento Econômico e Social,Real,7000000.0,17944.000700/2010-27,27.0,Deferido,2013-09-10,STN,Nordeste
Alagoas,AL,Estado,Concessão de garantia,Concessão de garantia a empresa estatal não dependente,Empresa Estatal,Companhia Energética de Alagoas,Real,250741606.2,17944.000560/2017-63,27.0,Deferido,2019-12-09,STN,Nordeste
Alagoas,AL,Estado,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco do Brasil S/A,Real,300000000.0,17944.000821/2017-45,27.0,Deferido,2017-10-20,STN,Nordeste
Alagoinhas,BA,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1980000.0,17944.000024/2007-96,2900702.0,Deferido,2007-01-26,STN,Nordeste
Alagoinhas,BA,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1258300.0,19407.000022/2005-48,2900702.0,Deferido,2006-05-24,STN,Nordeste
Alagoinhas,BA,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Caixa Econômica Federal,Real,7000000.0,19407.000046/2006-88,2900702.0,Deferido,2006-06-23,STN,Nordeste
Alagoinhas,BA,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,12226396.16,17944.109776/2018-74,2900702.0,Deferido,2018-12-14,STN,Nordeste
Alagoinhas,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,49900000.0,17944.100943/2022-06,2900702.0,Deferido,2022-03-29,STN,Nordeste
Alagoinhas,BA,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,30000000.0,17944.102229/2023-25,2900702.0,Deferido,2023-07-24,STN,Nordeste
Alcantil,PB,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,300690.0,17944.000241/2008-67,2500536.0,Deferido,2008-04-30,STN,Nordeste
Alcinópolis,MS,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Banco do Brasil S/A,Real,421480.0,17944.000103/2008-88,5000252.0,Deferido,2008-04-01,STN,Centro-Oeste
Alcobaça,BA,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Agência de Fomento do Estado da Bahia S/A,Real,3693000.0,17944.001180/2014-01,2900801.0,Deferido,2016-04-15,STN,Nordeste
Alecrim,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.001897/2014-45,4300307.0,Deferido,2015-01-08,STN,Sul
Alecrim,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,625000.0,19406.000056/2009-76,4300307.0,Deferido,2009-04-30,STN,Sul
Alecrim,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,299450.0,19406.000436/2008-20,4300307.0,Deferido,2008-10-07,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,2980000.0,17944.000649/2011-34,4300406.0,Deferido,2012-03-29,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,2697000.0,17944.000745/2012-63,4300406.0,Deferido,2012-06-13,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,Regularização de Dívida - Outros,Outras,Pessoa Jurídica,Real,3453758.0,17944.000830/2011-41,4300406.0,Regularizado,2012-03-29,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,16741073.11,17944.001691/2013-34,4300406.0,Deferido,2014-05-12,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,Banco do Brasil S/A,Real,401200.0,19406.000297/2002-49,4300406.0,Deferido,2002-11-19,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,2000000.0,19406.000386/2010-03,4300406.0,Deferido,2010-09-03,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5000000.0,19406.000431/2008-05,4300406.0,Deferido,2009-02-06,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,Regularização de Dívida - Outros,Outras,Pessoa Jurídica,Real,900000.0,19406.000736/2008-17,4300406.0,Regularizado,2009-02-04,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,Regularização de Dívida - Outros,Outro - Pessoa Física,Pessoa Física,Real,350000.0,19406.000737/2008-53,4300406.0,Regularizado,2009-02-04,STN,Sul
Alegrete,RS,Município,Operação Contratual Interna,Regularização de Dívida - Outros,Outras,Pessoa Jurídica,Real,350000.0,19406.000738/2008-06,4300406.0,Regularizado,2009-02-04,STN,Sul
Alegria,RS,Município,Operação Contratual Interna,"Aquisição de terrenos, imóveis e/ou construção de instalações",Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,700000.0,17944.000247/2015-63,4300455.0,Deferido,2015-03-11,STN,Sul
Alegria,RS,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco do Brasil S/A,Real,413450.0,17944.000525/2008-53,4300455.0,Deferido,2008-04-30,STN,Sul
Alegria,RS,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,BADESUL Desenvolvimento S.A. - Agência de Fomento/RS,Real,697790.0,17944.000791/2012-62,4300455.0,Deferido,2012-06-18,STN,Sul
Alegria,RS,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco do Estado do Rio Grande do Sul,Real,800000.0,19406.000156/2009-01,4300455.0,Deferido,2009-09-01,STN,Sul
Além Paraíba,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,1000000.0,17944.001168/2015-70,3101508.0,Deferido,2015-12-29,STN,Sudeste
Além Paraíba,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Caixa Econômica Federal,Real,10000000.0,17944.103274/2021-35,3101508.0,Deferido,2021-10-21,STN,Sudeste
Alexânia,GO,Município,Operação Contratual Interna,PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,5747500.0,17944.000005/2014-99,5200308.0,Deferido,2014-08-14,STN,Centro-Oeste
Alexânia,GO,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Caixa Econômica Federal,Real,1250000.0,17944.001342/2014-01,5200308.0,Deferido,2014-12-05,STN,Centro-Oeste
Alexânia,GO,Município,Operação Contratual Interna,Caminho da Escola,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3046240.0,17944.001868/2014-83,5200308.0,Deferido,2015-01-09,STN,Centro-Oeste
Alfenas,MG,Município,Operação Contratual Interna,Caminho da Escola 2,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,800000.0,17944.000597/2008-09,3101607.0,Deferido,2008-04-16,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,Saneamento para Todos,Instituição Financeira Nacional,Caixa Econômica Federal,Real,3530000.0,17944.000682/2007-88,3101607.0,Deferido,2007-07-26,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,5000000.0,17944.000777/2010-05,3101607.0,Deferido,2010-12-17,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,Saneamento básico,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,6000000.0,17944.000951/2010-10,3101607.0,Deferido,2010-12-17,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,Infraestrutura,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,5000000.0,17944.001505/2011-03,3101607.0,Deferido,2012-04-20,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,PMAT,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1150200.0,17944.001674/2008-30,3101607.0,Deferido,2008-08-11,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,"Aquisição de máquinas, equipamentos e veículos",Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,3000000.0,17944.001767/2011-60,3101607.0,Deferido,2012-04-20,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,Provias,Instituição Financeira Nacional,Banco de Desenvolvimento de Minas Gerais S/A,Real,3000000.0,17944.001860/2006-15,3101607.0,Deferido,2006-12-28,STN,Sudeste
Alfenas,MG,Município,Operação Contratual Interna,PROUCA,Instituição Financeira Nacional,Banco do Brasil S/A,Real,1208760.16,17944.001956/2011-32,3101607.0,Deferido,2012-05-09,STN,Sudeste
